ZIP_CODE,Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years,Sex and Age - Total population - 18 years and over,Sex and Age - Total population - 18 years and over - Female,Sex and Age - Total population - 21 years and over,Employment Status - Females 16 years and over,Employment Status - Population 16 years and over,Sex and Age - Total population - 16 years and over,Health Insurance Coverage - Civilian noninstitutionalized population,Sex and Age - Total population - Female
15001,19493,26507.0,13601.0,25906.0,13844,27136,27136.0,31680,16538.0
15003,6963,9263.0,4780.0,8994.0,5023,9626,9626.0,11414,5864.0
15004,266,307.0,155.0,288.0,155,307,307.0,377,177.0
15005,5355,7888.0,3973.0,7588.0,4181,8192,8192.0,9138,4805.0
15006,225,278.0,149.0,278.0,149,278,278.0,309,149.0
15007,178,563.0,453.0,563.0,453,563,563.0,594,468.0
15009,8290,12281.0,6464.0,11775.0,6550,12604,12604.0,15594,8083.0
15010,15904,22687.0,11883.0,21370.0,12308,23555,23555.0,28478,14772.0
15012,8649,12483.0,6474.0,12147.0,6680,12857,12857.0,15275,7950.0
15014,2051,2605.0,1525.0,2553.0,1543,2642,2642.0,3064,1794.0
15015,602,943.0,494.0,922.0,559,1027,1027.0,1286,717.0
15017,9253,13063.0,7173.0,12823.0,7257,13375,13375.0,16211,8618.0
15018,674,916.0,354.0,874.0,354,916,916.0,1092,440.0
15019,851,1256.0,650.0,1225.0,650,1271,1271.0,1464,795.0
15020,319,376.0,266.0,376.0,266,376,376.0,376,266.0
15021,3810,5327.0,2757.0,5160.0,2823,5485,5485.0,6441,3309.0
15022,5900,8219.0,4194.0,7820.0,4326,8462,8462.0,10301,5174.0
15024,5226,7314.0,3517.0,6976.0,3605,7515,7515.0,8588,4349.0
15025,8894,12980.0,6794.0,12670.0,7026,13379,13379.0,16326,8680.0
15026,2494,2991.0,1499.0,2799.0,1499,3031,3031.0,3924,1959.0
15027,1257,1903.0,1074.0,1840.0,1101,1942,1942.0,2310,1293.0
15028,85,145.0,78.0,136.0,78,145,145.0,169,83.0
15030,702,825.0,456.0,787.0,456,828,828.0,1070,620.0
15031,343,424.0,220.0,375.0,220,424,424.0,492,236.0
15033,2772,3529.0,1922.0,3443.0,1968,3617,3617.0,4524,2489.0
15034,1006,1430.0,801.0,1330.0,801,1446,1446.0,1592,869.0
15035,1210,1781.0,914.0,1732.0,964,1838,1838.0,2047,1056.0
15037,6082,8439.0,4258.0,8139.0,4345,8629,8629.0,10197,5140.0
15038,165,253.0,132.0,253.0,150,271,271.0,326,205.0
15042,4006,6631.0,3704.0,6395.0,3767,6767,6767.0,8040,4324.0
15043,1300,1831.0,900.0,1747.0,920,1869,1869.0,2226,1046.0
15044,16022,22288.0,11021.0,21366.0,11348,23141,23141.0,28288,14126.0
15045,2807,3611.0,1928.0,3510.0,1989,3746,3746.0,4458,2250.0
15046,1513,2094.0,1072.0,2028.0,1105,2180,2180.0,2612,1278.0
15047,159,194.0,144.0,194.0,144,194,194.0,227,160.0
15049,586,842.0,453.0,820.0,455,848,848.0,915,498.0
15050,1467,1964.0,942.0,1899.0,973,2026,2026.0,2426,1204.0
15051,249,365.0,141.0,365.0,141,378,378.0,464,188.0
15052,1779,2378.0,1222.0,2271.0,1308,2478,2478.0,2994,1570.0
15053,57,75.0,41.0,75.0,41,75,75.0,75,41.0
15054,287,364.0,252.0,364.0,252,364,364.0,557,353.0
15055,601,1048.0,540.0,1048.0,540,1048,1048.0,1121,563.0
15056,587,857.0,416.0,827.0,418,883,883.0,1061,485.0
15057,10079,12789.0,6358.0,12384.0,6550,13272,13272.0,17622,8423.0
15059,2410,3182.0,1595.0,3100.0,1655,3373,3373.0,4326,2115.0
15060,462,728.0,330.0,693.0,337,768,768.0,912,404.0
15061,7184,9675.0,4971.0,9292.0,5142,9983,9983.0,12470,6500.0
15062,3929,5666.0,3155.0,5366.0,3239,5846,5846.0,6908,3734.0
15063,6471,9093.0,4504.0,8779.0,4671,9431,9431.0,10855,5341.0
15064,143,226.0,101.0,216.0,101,226,226.0,237,112.0
15065,6526,9226.0,4614.0,8875.0,4723,9468,9468.0,11171,5644.0
15066,7262,10082.0,5178.0,9902.0,5307,10317,10317.0,12287,6421.0
15067,1499,2079.0,1024.0,2052.0,1058,2119,2119.0,2522,1145.0
15068,21373,30005.0,15131.0,28459.0,15774,31094,31094.0,36797,18746.0
15071,7361,9433.0,5024.0,9142.0,5238,9786,9786.0,11773,6366.0
15072,39,39.0,39.0,39.0,39,39,39.0,39,39.0
15074,5107,6678.0,3481.0,6444.0,3550,6812,6812.0,8074,4131.0
15075,23,34.0,23.0,34.0,23,34,34.0,34,23.0
15076,479,713.0,347.0,684.0,347,713,713.0,807,432.0
15077,133,178.0,87.0,173.0,87,187,187.0,214,99.0
15078,173,489.0,323.0,479.0,323,489,489.0,563,338.0
15081,243,297.0,152.0,291.0,156,301,301.0,330,165.0
15082,76,123.0,86.0,123.0,86,123,123.0,196,159.0
15083,512,815.0,408.0,805.0,443,852,852.0,948,508.0
15084,5976,7888.0,4038.0,7690.0,4115,8134,8134.0,9878,5014.0
15085,4329,6445.0,3337.0,6184.0,3434,6604,6604.0,7889,4134.0
15086,344,480.0,205.0,480.0,205,496,496.0,559,253.0
15087,49,69.0,18.0,47.0,19,70,70.0,84,19.0
15088,276,320.0,170.0,294.0,182,350,350.0,429,211.0
15089,3899,5463.0,2751.0,5291.0,2789,5534,5534.0,6556,3325.0
15090,14962,18890.0,9585.0,18169.0,9867,19556,19556.0,25300,12618.0
15101,15336,20784.0,10755.0,20221.0,11036,21524,21524.0,26106,13232.0
15102,17283,24891.0,12608.0,24425.0,12893,25459,25459.0,30546,15682.0
15104,4684,6424.0,3414.0,6159.0,3484,6667,6667.0,7985,4358.0
15106,11674,16093.0,8760.0,15764.0,8909,16330,16330.0,19234,10269.0
15108,25600,34498.0,17288.0,32476.0,17906,35534,35534.0,43237,21832.0
15110,2842,3800.0,2118.0,3335.0,2230,3948,3948.0,5280,2761.0
15112,1957,2365.0,1207.0,2322.0,1211,2404,2404.0,3138,1659.0
15116,7823,11454.0,5559.0,11254.0,5705,11795,11795.0,14088,6820.0
15120,10853,14870.0,8308.0,14192.0,8413,15077,15077.0,18274,9655.0
15122,11302,15260.0,7821.0,14723.0,7950,15771,15771.0,19207,9487.0
15123,3,3.0,0.0,2.0,0,3,3.0,4,0.0
15126,4577,5368.0,2665.0,5240.0,2684,5435,5435.0,6669,3274.0
15129,6214,8256.0,4361.0,7933.0,4514,8579,8579.0,10213,5500.0
15131,4353,6805.0,3768.0,6632.0,3858,7004,7004.0,8274,4387.0
15132,11206,15225.0,8519.0,14796.0,8769,15743,15743.0,18950,10760.0
15133,3650,4919.0,2448.0,4811.0,2584,5122,5122.0,6078,3053.0
15135,3002,4100.0,2228.0,3945.0,2349,4309,4309.0,4968,2739.0
15136,13644,18068.0,9055.0,17361.0,9517,18969,18969.0,22965,11717.0
15137,5569,8161.0,4276.0,7849.0,4382,8361,8361.0,10196,5627.0
15139,3877,5486.0,2835.0,5370.0,2889,5570,5570.0,6592,3455.0
15140,1892,2417.0,1165.0,2322.0,1172,2447,2447.0,3117,1607.0
15142,779,1250.0,555.0,1240.0,555,1261,1261.0,1394,632.0
15143,11707,16944.0,8852.0,16464.0,9112,17531,17531.0,21883,11484.0
15144,2375,3312.0,1704.0,3272.0,1759,3428,3428.0,4005,2081.0
15145,3648,5325.0,2930.0,4972.0,3090,5554,5554.0,6662,3824.0
15146,16754,23400.0,12452.0,22650.0,12895,24236,24236.0,28127,15176.0
15147,9236,13943.0,7233.0,13529.0,7371,14209,14209.0,16163,8277.0
15148,1501,1888.0,1009.0,1830.0,1024,1942,1942.0,2500,1328.0
15201,9779,11862.0,6030.0,11568.0,6176,12026,12026.0,13002,6607.0
15202,13264,16709.0,8636.0,16447.0,8818,17166,17166.0,19863,10231.0
15203,8553,9551.0,4912.0,9104.0,4920,9632,9632.0,10207,5133.0
15204,5315,6605.0,3496.0,6399.0,3573,6743,6743.0,8124,4246.0
15205,14783,19017.0,10187.0,18370.0,10314,19421,19421.0,23366,12361.0
15206,19762,24909.0,12583.0,24261.0,12851,25351,25351.0,28897,14651.0
15207,5841,8252.0,4448.0,8042.0,4565,8416,8416.0,9759,5156.0
15208,4793,6966.0,3817.0,6718.0,3914,7083,7083.0,9068,4709.0
15209,7421,10007.0,5070.0,9662.0,5198,10187,10187.0,11743,5795.0
15210,16775,20800.0,10503.0,19757.0,10952,21706,21706.0,26949,13562.0
15211,7610,9590.0,4848.0,9490.0,4914,9659,9659.0,10461,5294.0
15212,19424,23749.0,12199.0,22990.0,12416,24118,24118.0,28293,14632.0
15213,21083,27305.0,14492.0,15922.0,14541,27484,27484.0,28070,14983.0
15214,9188,11772.0,6209.0,11027.0,6322,12002,12002.0,14816,7582.0
15215,7452,10037.0,5070.0,9786.0,5267,10407,10407.0,12815,6602.0
15216,14325,17862.0,8842.0,17367.0,9166,18537,18537.0,22436,11184.0
15217,16327,21563.0,11006.0,20805.0,11253,22085,22085.0,26006,13645.0
15218,8793,11339.0,5821.0,10978.0,6069,11635,11635.0,13563,6939.0
15219,6323,8306.0,4898.0,8057.0,4966,8542,8542.0,10448,5616.0
15220,11584,15184.0,7476.0,14936.0,7541,15400,15400.0,17927,8992.0
15221,17611,24244.0,13392.0,23358.0,13653,24660,24660.0,29179,15899.0
15222,4649,5566.0,2777.0,4564.0,2789,5578,5578.0,5664,2833.0
15223,4513,5940.0,2935.0,5681.0,2970,5975,5975.0,7062,3524.0
15224,7955,9653.0,4894.0,9434.0,4960,9810,9810.0,10680,5355.0
15225,564,829.0,412.0,792.0,428,868,868.0,953,464.0
15226,8689,11553.0,5966.0,11134.0,6080,11895,11895.0,13665,6887.0
15227,17447,23249.0,12312.0,22822.0,12588,24122,24122.0,29231,15298.0
15228,10473,13803.0,7104.0,13472.0,7370,14353,14353.0,18384,9349.0
15229,9357,12047.0,6590.0,11794.0,6688,12249,12249.0,15425,8323.0
15232,9365,11026.0,5954.0,10341.0,5974,11105,11105.0,11550,6426.0
15233,1897,2782.0,1063.0,2704.0,1063,2808,2808.0,2543,1223.0
15234,8475,11511.0,5965.0,11101.0,6010,11615,11615.0,13886,7066.0
15235,19928,27465.0,15278.0,26486.0,15744,28335,28335.0,35082,19385.0
15236,18193,25373.0,13212.0,24557.0,13689,26183,26183.0,30870,16138.0
15237,24620,34414.0,17721.0,33364.0,18190,35356,35356.0,42654,22073.0
15238,6578,9789.0,5115.0,9470.0,5236,10165,10165.0,12565,6198.0
15239,12202,16530.0,8273.0,16104.0,8666,17120,17120.0,21085,10501.0
15241,11891,16190.0,8306.0,15652.0,8771,16885,16885.0,21585,11016.0
15243,6969,11061.0,5896.0,10714.0,6002,11370,11370.0,13402,7028.0
15260,0,0.0,0.0,0.0,0,0,0.0,0,0.0
15275,3,4.0,2.0,2.0,2,4,4.0,4,2.0
15282,2427,5885.0,2436.0,3236.0,2464,5923,5923.0,3363,2464.0
15290,0,0.0,0.0,0.0,0,0,0.0,0,0.0
15301,28540,40804.0,20658.0,38435.0,21052,41651,41651.0,48762,25424.0
15310,152,195.0,93.0,195.0,93,195,195.0,240,115.0
15311,649,974.0,507.0,922.0,507,978,978.0,1107,583.0
15312,2309,2959.0,1468.0,2888.0,1526,3098,3098.0,3905,1964.0
15313,203,310.0,169.0,296.0,174,321,321.0,382,186.0
15314,1949,2538.0,1369.0,2438.0,1390,2587,2587.0,3344,1771.0
15315,456,501.0,325.0,466.0,325,507,507.0,695,422.0
15316,100,151.0,70.0,151.0,70,151,151.0,220,99.0
15317,24533,32954.0,16705.0,32147.0,17618,34241,34241.0,42069,21527.0
15320,3106,4232.0,2279.0,4013.0,2344,4381,4381.0,5373,2992.0
15321,1124,1402.0,650.0,1353.0,688,1475,1475.0,1854,779.0
15322,952,1256.0,635.0,1196.0,711,1348,1348.0,1630,822.0
15323,2343,3237.0,1528.0,3103.0,1531,3297,3297.0,3901,1842.0
15324,371,545.0,278.0,542.0,288,555,555.0,689,360.0
15325,198,249.0,149.0,249.0,149,249,249.0,249,149.0
15327,668,1041.0,496.0,1023.0,507,1072,1072.0,1291,579.0
15329,911,1190.0,617.0,1138.0,635,1240,1240.0,1470,791.0
15330,3052,4709.0,2138.0,4497.0,2173,4778,4778.0,5376,2369.0
15331,407,571.0,277.0,553.0,286,580,580.0,699,343.0
15332,5581,7612.0,3908.0,7311.0,4032,7793,7793.0,8895,4549.0
15333,1056,1338.0,692.0,1175.0,711,1403,1403.0,1708,896.0
15334,172,197.0,121.0,176.0,153,229,229.0,359,215.0
15337,343,434.0,227.0,430.0,243,450,450.0,538,290.0
15338,971,1261.0,597.0,1211.0,625,1310,1310.0,1766,842.0
15340,629,1019.0,534.0,978.0,534,1076,1076.0,1256,623.0
15341,396,528.0,214.0,508.0,250,571,571.0,755,327.0
15342,3103,4195.0,2368.0,4104.0,2464,4318,4318.0,5152,2782.0
15344,747,1016.0,534.0,984.0,549,1034,1034.0,1398,683.0
15345,798,1096.0,516.0,1062.0,522,1108,1108.0,1355,656.0
15346,332,429.0,172.0,429.0,172,456,456.0,509,194.0
15347,155,212.0,143.0,127.0,143,212,212.0,250,143.0
15348,61,64.0,32.0,57.0,32,64,64.0,85,53.0
15349,996,1292.0,643.0,1245.0,656,1317,1317.0,1553,724.0
15350,387,496.0,310.0,496.0,310,516,516.0,590,351.0
15351,640,808.0,473.0,789.0,473,863,863.0,1092,615.0
15352,480,625.0,306.0,605.0,308,632,632.0,722,363.0
15353,33,71.0,32.0,71.0,32,71,71.0,85,32.0
15357,795,1297.0,661.0,1258.0,668,1311,1311.0,1450,761.0
15358,717,867.0,561.0,798.0,578,897,897.0,1127,642.0
15359,140,152.0,66.0,147.0,76,162,162.0,218,103.0
15360,1003,1384.0,730.0,1318.0,753,1422,1422.0,1734,864.0
15361,156,208.0,90.0,208.0,90,208,208.0,220,90.0
15362,420,554.0,268.0,545.0,289,603,603.0,685,309.0
15363,443,537.0,246.0,537.0,246,537,537.0,754,396.0
15364,432,572.0,250.0,555.0,265,609,609.0,678,306.0
15365,124,145.0,85.0,138.0,94,154,154.0,225,123.0
15366,101,451.0,236.0,451.0,236,451,451.0,451,236.0
15367,5316,6786.0,3534.0,6434.0,3634,7104,7104.0,9518,4787.0
15368,208,287.0,160.0,287.0,172,311,311.0,357,207.0
15370,6653,11862.0,5010.0,10775.0,5097,12104,12104.0,11597,5951.0
15376,796,1219.0,626.0,1114.0,643,1264,1264.0,1436,741.0
15377,413,509.0,232.0,471.0,236,522,522.0,658,295.0
15378,29,38.0,10.0,38.0,10,38,38.0,38,10.0
15379,44,62.0,28.0,61.0,28,62,62.0,83,30.0
15380,365,471.0,203.0,431.0,203,476,476.0,690,278.0
15401,16354,24161.0,12944.0,23408.0,13286,24861,24861.0,29554,16177.0
15410,633,785.0,452.0,726.0,452,785,785.0,999,534.0
15411,371,544.0,257.0,507.0,267,561,561.0,693,329.0
15412,158,201.0,90.0,201.0,90,203,203.0,244,105.0
15413,155,311.0,157.0,291.0,157,317,317.0,384,218.0
15416,302,397.0,183.0,397.0,183,397,397.0,481,190.0
15417,4810,6301.0,3351.0,5839.0,3457,6506,6506.0,7843,4187.0
15419,2547,3558.0,1923.0,2434.0,1971,3618,3618.0,3881,2111.0
15420,133,148.0,72.0,148.0,101,194,194.0,294,146.0
15421,27,78.0,34.0,78.0,34,78,78.0,78,34.0
15422,200,223.0,111.0,172.0,111,234,234.0,243,111.0
15423,1121,1511.0,743.0,1437.0,761,1618,1618.0,2137,1048.0
15424,1128,1653.0,802.0,1607.0,838,1695,1695.0,1901,944.0
15425,10874,14823.0,7730.0,14274.0,7978,15373,15373.0,18413,9428.0
15427,530,769.0,360.0,745.0,373,782,782.0,938,488.0
15428,1163,1502.0,698.0,1467.0,756,1583,1583.0,2010,949.0
15429,241,374.0,183.0,374.0,183,397,397.0,504,246.0
15430,160,227.0,132.0,221.0,132,233,233.0,289,156.0
15431,2572,3399.0,1774.0,3286.0,1796,3482,3482.0,4324,2189.0
15432,224,322.0,153.0,313.0,155,326,326.0,384,176.0
15433,314,671.0,334.0,671.0,334,671,671.0,700,334.0
15434,192,262.0,139.0,253.0,139,268,268.0,298,162.0
15435,62,100.0,47.0,100.0,47,100,100.0,100,47.0
15436,1457,1999.0,1007.0,1926.0,1018,2029,2029.0,2538,1252.0
15437,1929,2204.0,883.0,2111.0,922,2243,2243.0,2821,1314.0
15438,1422,1835.0,901.0,1807.0,979,1934,1934.0,2260,1156.0
15440,73,114.0,54.0,114.0,65,125,125.0,136,76.0
15442,1192,1702.0,853.0,1639.0,853,1723,1723.0,2016,1074.0
15443,65,65.0,65.0,65.0,65,65,65.0,211,165.0
15444,446,478.0,197.0,463.0,197,478,478.0,701,331.0
15445,1491,2365.0,1250.0,2267.0,1273,2469,2469.0,2909,1476.0
15446,87,132.0,73.0,105.0,73,132,132.0,151,92.0
15447,68,115.0,93.0,115.0,93,115,115.0,235,137.0
15448,110,143.0,85.0,134.0,85,158,158.0,190,108.0
15449,235,366.0,189.0,363.0,189,366,366.0,386,189.0
15450,77,2498.0,32.0,2486.0,32,2498,2498.0,139,32.0
15451,522,678.0,377.0,648.0,377,678,678.0,921,452.0
15454,132,132.0,108.0,132.0,108,132,132.0,132,108.0
15455,369,460.0,261.0,450.0,285,496,496.0,693,355.0
15456,1375,1951.0,1108.0,1889.0,1119,1974,1974.0,2269,1222.0
15458,1537,2069.0,1106.0,2034.0,1146,2128,2128.0,2704,1328.0
15459,879,1266.0,660.0,1238.0,662,1336,1336.0,1575,776.0
15460,80,116.0,55.0,113.0,58,119,119.0,158,59.0
15461,2204,2917.0,1532.0,2852.0,1574,3023,3023.0,3753,1826.0
15462,109,126.0,45.0,109.0,67,148,148.0,188,88.0
15463,127,201.0,113.0,201.0,158,246,246.0,246,158.0
15464,1178,1434.0,708.0,1407.0,716,1442,1442.0,1603,789.0
15465,167,271.0,220.0,271.0,220,271,271.0,358,220.0
15466,227,308.0,171.0,289.0,200,337,337.0,481,273.0
15467,62,118.0,58.0,109.0,58,118,118.0,121,61.0
15468,1720,2178.0,1103.0,2036.0,1108,2273,2273.0,2628,1299.0
15469,1027,1770.0,963.0,1754.0,963,1803,1803.0,2133,1095.0
15470,295,460.0,239.0,457.0,240,468,468.0,581,285.0
15472,97,141.0,104.0,134.0,104,141,141.0,141,104.0
15473,1920,2983.0,1468.0,2885.0,1487,3014,3014.0,3407,1660.0
15474,1275,1544.0,779.0,1405.0,859,1672,1672.0,2234,1262.0
15475,544,913.0,463.0,882.0,485,960,960.0,1040,541.0
15476,28,62.0,26.0,62.0,26,62,62.0,62,26.0
15477,501,728.0,384.0,680.0,384,741,741.0,833,424.0
15478,3547,4567.0,2203.0,4390.0,2235,4689,4689.0,5630,2824.0
15479,1415,1832.0,896.0,1806.0,907,1848,1848.0,2180,1068.0
15480,840,1370.0,665.0,1354.0,673,1378,1378.0,1631,794.0
15482,140,243.0,124.0,243.0,124,243,243.0,266,140.0
15483,194,276.0,138.0,276.0,138,276,276.0,325,167.0
15484,544,653.0,407.0,557.0,424,687,687.0,793,490.0
15486,1204,1666.0,801.0,1597.0,806,1694,1694.0,1886,904.0
15488,12,90.0,36.0,90.0,36,90,90.0,100,41.0
15489,182,312.0,180.0,296.0,180,328,328.0,408,208.0
15490,123,213.0,86.0,213.0,86,213,213.0,299,115.0
15492,109,136.0,61.0,136.0,61,136,136.0,214,81.0
15501,8275,13438.0,6314.0,12995.0,6486,13758,13758.0,14300,7649.0
15502,56,113.0,62.0,113.0,62,113,113.0,113,62.0
15510,0,2617.0,0.0,2585.0,0,2617,2617.0,0,0.0
15520,329,356.0,173.0,356.0,173,356,356.0,384,201.0
15521,1104,1535.0,787.0,1470.0,809,1582,1582.0,1934,951.0
15522,6254,9391.0,4704.0,9029.0,4859,9773,9773.0,10947,5467.0
15530,2554,3919.0,1941.0,3796.0,1979,4007,4007.0,4850,2393.0
15531,1962,2845.0,1398.0,2750.0,1432,2899,2899.0,3523,1770.0
15532,91,110.0,61.0,110.0,61,110,110.0,149,92.0
15533,739,897.0,472.0,875.0,509,943,943.0,1241,608.0
15534,486,749.0,365.0,685.0,375,772,772.0,965,461.0
15535,1173,1610.0,809.0,1526.0,829,1663,1663.0,2007,994.0
15536,220,307.0,157.0,286.0,157,310,310.0,326,169.0
15537,4449,6663.0,3442.0,6406.0,3553,6942,6942.0,7949,4107.0
15538,360,579.0,256.0,546.0,260,583,583.0,660,286.0
15539,184,211.0,137.0,211.0,137,211,211.0,280,188.0
15540,126,274.0,128.0,274.0,136,286,286.0,337,169.0
15541,2149,2821.0,1435.0,2728.0,1456,2858,2858.0,3445,1676.0
15542,613,852.0,391.0,837.0,398,876,876.0,1080,475.0
15544,71,102.0,30.0,102.0,45,117,117.0,131,45.0
15545,1630,2292.0,1191.0,2211.0,1218,2334,2334.0,2773,1458.0
15546,293,399.0,225.0,399.0,241,444,444.0,656,420.0
15547,628,811.0,405.0,811.0,408,828,828.0,955,452.0
15550,1033,1380.0,689.0,1308.0,703,1404,1404.0,1772,920.0
15551,274,459.0,199.0,445.0,201,467,467.0,602,270.0
15552,3280,4709.0,2427.0,4446.0,2536,4883,4883.0,5881,3094.0
15554,1314,1937.0,912.0,1887.0,917,1950,1950.0,2144,1040.0
15555,64,72.0,43.0,62.0,46,75,75.0,89,51.0
15557,1831,2695.0,1358.0,2557.0,1427,2803,2803.0,3377,1678.0
15558,1201,1557.0,788.0,1391.0,865,1667,1667.0,2094,1122.0
15559,1192,1622.0,738.0,1574.0,763,1657,1657.0,1925,960.0
15560,98,124.0,62.0,122.0,62,127,127.0,153,73.0
15561,82,103.0,57.0,94.0,57,103,103.0,134,68.0
15562,136,264.0,162.0,246.0,165,272,272.0,336,200.0
15563,1569,2303.0,1087.0,2237.0,1101,2338,2338.0,2777,1248.0
15564,56,85.0,42.0,85.0,44,87,87.0,116,58.0
15565,6,6.0,4.0,4.0,4,6,6.0,6,4.0
15601,31913,47011.0,24618.0,44234.0,25128,48441,48441.0,55059,29136.0
15610,2692,3608.0,1733.0,3494.0,1755,3630,3630.0,4071,2017.0
15611,214,249.0,104.0,245.0,104,253,253.0,266,104.0
15612,223,308.0,167.0,282.0,167,308,308.0,354,213.0
15613,7164,10467.0,5207.0,10240.0,5322,10645,10645.0,12591,6321.0
15615,111,199.0,114.0,199.0,121,206,206.0,216,121.0
15616,213,364.0,136.0,364.0,136,364,364.0,438,170.0
15617,153,206.0,90.0,198.0,90,208,208.0,229,100.0
15618,1372,2045.0,958.0,1899.0,1004,2106,2106.0,2312,1119.0
15619,239,303.0,162.0,303.0,174,315,315.0,332,191.0
15620,321,463.0,245.0,446.0,245,463,463.0,606,319.0
15622,725,1125.0,524.0,1078.0,580,1190,1190.0,1288,612.0
15623,594,618.0,364.0,577.0,397,651,651.0,903,500.0
15624,241,419.0,188.0,360.0,188,419,419.0,436,188.0
15625,0,40.0,27.0,40.0,27,40,40.0,40,27.0
15626,2556,4056.0,2036.0,4031.0,2105,4202,4202.0,4826,2435.0
15627,3848,5310.0,2699.0,5215.0,2722,5425,5425.0,6476,3247.0
15628,230,388.0,169.0,388.0,169,388,388.0,464,200.0
15629,419,504.0,219.0,475.0,231,518,518.0,644,291.0
15631,603,719.0,392.0,673.0,400,751,751.0,893,460.0
15632,5725,7717.0,3794.0,7386.0,3875,7847,7847.0,9327,4634.0
15633,272,401.0,188.0,401.0,188,422,422.0,558,289.0
15634,245,355.0,217.0,341.0,217,355,355.0,355,217.0
15635,101,142.0,31.0,142.0,31,142,142.0,142,31.0
15636,2863,3531.0,1837.0,3256.0,1852,3584,3584.0,4312,2296.0
15637,858,1299.0,630.0,1247.0,630,1313,1313.0,1607,786.0
15638,28,59.0,45.0,59.0,45,59,59.0,59,45.0
15639,1259,1682.0,913.0,1591.0,922,1691,1691.0,2057,1093.0
15640,305,329.0,169.0,298.0,169,329,329.0,435,214.0
15641,295,383.0,204.0,363.0,205,386,386.0,492,269.0
15642,26897,36464.0,18854.0,35310.0,19499,37702,37702.0,46128,23106.0
15644,10940,15218.0,7844.0,15027.0,8064,15537,15537.0,18185,9553.0
15646,124,124.0,48.0,116.0,55,131,131.0,182,67.0
15647,18,18.0,9.0,18.0,9,18,18.0,38,9.0
15650,15225,21975.0,11229.0,20434.0,11561,22512,22512.0,26571,13718.0
15655,126,224.0,113.0,224.0,113,224,224.0,237,116.0
15656,5511,7663.0,3846.0,7247.0,3941,7910,7910.0,9726,4788.0
15658,4684,7025.0,3483.0,6878.0,3615,7205,7205.0,8223,4211.0
15660,192,252.0,118.0,242.0,118,252,252.0,265,125.0
15661,524,651.0,450.0,639.0,450,651,651.0,856,529.0
15662,878,959.0,532.0,915.0,532,959,959.0,1027,552.0
15663,356,444.0,218.0,436.0,220,446,446.0,550,287.0
15665,900,1044.0,566.0,992.0,566,1055,1055.0,1326,696.0
15666,8569,12456.0,6526.0,11944.0,6788,12880,12880.0,14904,7809.0
15668,6837,10973.0,5573.0,10657.0,5778,11474,11474.0,13957,6958.0
15670,1978,2745.0,1232.0,2690.0,1250,2774,2774.0,3081,1387.0
15671,355,458.0,229.0,452.0,229,468,468.0,615,309.0
15672,1823,2681.0,1349.0,2608.0,1381,2744,2744.0,3287,1685.0
15673,672,1048.0,464.0,1026.0,480,1085,1085.0,1224,543.0
15674,190,271.0,148.0,271.0,148,271,271.0,333,172.0
15675,639,815.0,402.0,787.0,423,844,844.0,1165,629.0
15676,362,508.0,256.0,493.0,256,508,508.0,731,401.0
15677,185,311.0,188.0,304.0,199,322,322.0,328,210.0
15678,468,555.0,219.0,485.0,219,555,555.0,700,316.0
15679,1560,2360.0,966.0,2312.0,988,2437,2437.0,2642,1053.0
15680,156,221.0,74.0,221.0,74,236,236.0,274,112.0
15681,2747,3786.0,1798.0,3630.0,1859,3889,3889.0,4705,2235.0
15682,166,217.0,93.0,217.0,113,237,237.0,299,140.0
15683,4402,6454.0,3328.0,6282.0,3420,6592,6592.0,8023,4144.0
15684,184,299.0,156.0,299.0,156,299,299.0,353,187.0
15686,502,862.0,422.0,817.0,439,938,938.0,1066,479.0
15687,654,986.0,504.0,956.0,525,1033,1033.0,1178,582.0
15688,558,779.0,398.0,767.0,398,788,788.0,924,465.0
15689,67,112.0,61.0,103.0,61,112,112.0,121,61.0
15690,5465,7338.0,3656.0,7092.0,3784,7579,7579.0,9233,4518.0
15691,235,262.0,102.0,262.0,192,352,352.0,471,192.0
15692,567,711.0,360.0,655.0,360,711,711.0,864,452.0
15693,180,271.0,136.0,271.0,136,271,271.0,311,149.0
15695,170,243.0,120.0,243.0,120,243,243.0,309,145.0
15696,166,224.0,119.0,214.0,119,227,227.0,236,125.0
15697,1763,2341.0,1246.0,2268.0,1269,2384,2384.0,2912,1629.0
15698,264,490.0,211.0,490.0,211,490,490.0,518,233.0
15701,18628,26051.0,12671.0,23655.0,12971,26712,26712.0,29334,14626.0
15705,2051,2990.0,1948.0,544.0,1971,3017,3017.0,3017,1971.0
15710,110,164.0,65.0,164.0,73,172,172.0,198,85.0
15711,162,233.0,124.0,215.0,136,245,245.0,315,170.0
15712,38,84.0,39.0,81.0,39,84,84.0,124,64.0
15713,253,253.0,96.0,198.0,96,253,253.0,374,131.0
15714,2590,3606.0,1772.0,3479.0,1819,3705,3705.0,4881,2649.0
15715,323,417.0,209.0,409.0,209,433,433.0,505,243.0
15716,195,330.0,145.0,292.0,145,339,339.0,334,156.0
15717,5649,8145.0,3964.0,7879.0,4051,8271,8271.0,9610,4766.0
15720,167,194.0,123.0,181.0,130,210,210.0,284,169.0
15721,110,146.0,64.0,143.0,64,146,146.0,168,82.0
15722,1290,1782.0,809.0,1715.0,840,1825,1825.0,2268,1025.0
