ZIP_CODE,Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years,Sex and Age - Total population - 18 years and over,Sex and Age - Total population - 18 years and over - Female,Sex and Age - Total population - 21 years and over,Employment Status - Females 16 years and over,Employment Status - Population 16 years and over,Sex and Age - Total population - 16 years and over,Health Insurance Coverage - Civilian noninstitutionalized population,Sex and Age - Total population - Female
15723,0,12.0,12.0,12.0,12,12,12.0,12,12.0
15724,1234,1798.0,873.0,1738.0,956,1913,1913.0,2176,1085.0
15725,753,1034.0,495.0,998.0,495,1043,1043.0,1280,609.0
15727,154,177.0,96.0,177.0,96,177,177.0,218,118.0
15728,1980,2566.0,1197.0,2516.0,1253,2667,2667.0,3679,1689.0
15729,721,891.0,464.0,860.0,477,904,904.0,991,524.0
15730,107,128.0,70.0,120.0,70,128,128.0,172,103.0
15731,212,291.0,142.0,291.0,142,291,291.0,291,142.0
15732,865,1214.0,582.0,1153.0,613,1290,1290.0,1481,708.0
15733,41,90.0,55.0,87.0,55,98,98.0,130,78.0
15734,182,243.0,125.0,243.0,153,280,280.0,398,190.0
15736,178,293.0,144.0,286.0,147,296,296.0,336,169.0
15737,65,95.0,55.0,95.0,55,95,95.0,117,69.0
15738,57,118.0,69.0,118.0,69,118,118.0,139,84.0
15739,247,321.0,167.0,321.0,175,330,330.0,409,220.0
15741,32,49.0,29.0,49.0,29,52,52.0,56,33.0
15742,540,750.0,406.0,729.0,416,770,770.0,989,525.0
15744,25,33.0,18.0,27.0,18,33,33.0,36,18.0
15745,167,218.0,148.0,198.0,153,223,223.0,259,174.0
15746,74,102.0,37.0,102.0,37,102,102.0,120,46.0
15747,1041,1390.0,706.0,1320.0,722,1440,1440.0,1814,869.0
15748,4145,5631.0,2922.0,5429.0,3054,5846,5846.0,6879,3579.0
15750,113,244.0,114.0,235.0,114,244,244.0,290,126.0
15752,20,26.0,16.0,26.0,16,26,26.0,35,16.0
15753,252,345.0,151.0,332.0,154,353,353.0,458,203.0
15754,157,260.0,101.0,260.0,101,260,260.0,382,140.0
15756,120,150.0,53.0,146.0,57,158,158.0,219,106.0
15757,710,1129.0,546.0,1096.0,548,1142,1142.0,1350,631.0
15759,1665,2300.0,1123.0,2130.0,1163,2366,2366.0,2856,1466.0
15760,66,75.0,44.0,71.0,44,78,78.0,133,76.0
15761,114,138.0,73.0,119.0,73,143,143.0,183,91.0
15762,476,723.0,346.0,692.0,360,809,809.0,989,410.0
15763,7,15.0,3.0,15.0,3,15,15.0,15,3.0
15764,37,82.0,36.0,75.0,36,82,82.0,93,36.0
15765,995,1448.0,702.0,1374.0,712,1471,1471.0,1713,865.0
15767,7630,11050.0,5660.0,10481.0,5843,11428,11428.0,14185,7200.0
15770,93,174.0,68.0,171.0,75,181,181.0,192,80.0
15771,569,759.0,386.0,740.0,418,791,791.0,931,474.0
15772,1023,1327.0,668.0,1242.0,711,1400,1400.0,1658,809.0
15773,270,356.0,181.0,349.0,187,379,379.0,476,239.0
15774,1701,2363.0,1147.0,2256.0,1156,2456,2456.0,2842,1368.0
15775,403,527.0,176.0,492.0,176,527,527.0,540,186.0
15776,17,35.0,11.0,35.0,11,35,35.0,46,15.0
15777,44,65.0,29.0,65.0,29,65,65.0,76,40.0
15778,199,289.0,136.0,232.0,142,296,296.0,368,157.0
15779,294,497.0,143.0,492.0,143,518,518.0,428,163.0
15780,65,106.0,60.0,101.0,60,106,106.0,109,60.0
15781,51,90.0,49.0,90.0,49,90,90.0,94,53.0
15783,51,71.0,43.0,71.0,43,71,71.0,79,51.0
15784,36,57.0,29.0,57.0,29,57,57.0,63,31.0
15801,11633,16125.0,8244.0,15622.0,8498,16652,16652.0,19940,10283.0
15821,47,78.0,35.0,78.0,35,83,83.0,91,39.0
15823,706,955.0,454.0,940.0,469,991,991.0,1246,600.0
15824,2864,4086.0,2136.0,3975.0,2214,4202,4202.0,5086,2648.0
15825,5439,7778.0,3838.0,7576.0,3898,7962,7962.0,9251,4669.0
15827,233,296.0,176.0,279.0,181,301,301.0,334,192.0
15828,105,184.0,64.0,184.0,64,187,187.0,211,71.0
15829,706,955.0,511.0,910.0,548,1004,1004.0,1201,669.0
15831,19,31.0,12.0,31.0,12,31,31.0,49,30.0
15832,120,232.0,104.0,231.0,106,234,234.0,247,106.0
15834,2274,3482.0,1791.0,3372.0,1835,3561,3561.0,4186,2157.0
15840,1053,1438.0,775.0,1407.0,802,1498,1498.0,1753,942.0
15841,85,138.0,92.0,132.0,92,138,138.0,211,153.0
15845,1616,2321.0,1083.0,2206.0,1120,2428,2428.0,2922,1359.0
15846,2050,2700.0,1221.0,2490.0,1258,2792,2792.0,3309,1424.0
15847,25,36.0,26.0,32.0,26,36,36.0,45,26.0
15848,409,646.0,303.0,625.0,324,682,682.0,835,409.0
15849,697,1003.0,497.0,980.0,523,1061,1061.0,1259,612.0
15851,4062,5253.0,2534.0,5022.0,2651,5475,5475.0,7062,3476.0
15853,3723,4972.0,2415.0,4759.0,2531,5171,5171.0,6331,3013.0
15856,510,720.0,371.0,712.0,373,728,728.0,842,434.0
15857,7222,10668.0,5458.0,10293.0,5579,10943,10943.0,12780,6773.0
15860,678,970.0,449.0,948.0,459,994,994.0,1155,538.0
15861,53,105.0,46.0,105.0,46,105,105.0,111,52.0
15863,86,119.0,66.0,119.0,66,119,119.0,134,75.0
15864,1017,1399.0,695.0,1353.0,720,1475,1475.0,1795,893.0
15865,559,843.0,430.0,818.0,434,861,861.0,1066,544.0
15866,109,138.0,72.0,125.0,78,147,147.0,218,109.0
15868,987,1446.0,748.0,1410.0,748,1469,1469.0,1838,931.0
15870,719,1009.0,421.0,992.0,440,1046,1046.0,1249,533.0
15901,2162,2946.0,1630.0,2857.0,1693,3044,3044.0,3483,1913.0
15902,6729,9044.0,4642.0,8549.0,4823,9355,9355.0,11454,5906.0
15904,9207,13968.0,7292.0,12270.0,7451,14252,14252.0,16195,8290.0
15905,11037,16236.0,8499.0,15685.0,8786,16774,16774.0,19494,10489.0
15906,5278,7560.0,3885.0,7304.0,3980,7783,7783.0,10104,4998.0
15909,2893,4078.0,2052.0,3949.0,2136,4215,4215.0,4962,2582.0
15920,260,503.0,266.0,502.0,266,504,504.0,551,285.0
15921,159,258.0,149.0,258.0,149,264,264.0,310,159.0
15922,54,74.0,28.0,74.0,28,74,74.0,112,66.0
15923,838,1245.0,572.0,1189.0,617,1330,1330.0,1581,741.0
15924,491,723.0,376.0,710.0,376,772,772.0,943,513.0
15925,86,110.0,50.0,109.0,54,119,119.0,157,71.0
15926,1445,2040.0,929.0,1948.0,964,2146,2146.0,2564,1115.0
15927,580,688.0,317.0,672.0,317,688,688.0,782,375.0
15928,892,1600.0,817.0,1584.0,817,1600,1600.0,1865,981.0
15929,77,94.0,76.0,81.0,76,100,100.0,130,82.0
15930,301,330.0,151.0,330.0,151,330,330.0,357,178.0
15931,4531,7624.0,3697.0,7391.0,3722,7859,7859.0,8547,4426.0
15934,0,0.0,0.0,0.0,0,0,0.0,0,0.0
15935,1776,2391.0,1225.0,2274.0,1249,2467,2467.0,2981,1441.0
15936,905,1311.0,651.0,1295.0,656,1349,1349.0,1516,711.0
15937,433,568.0,284.0,532.0,284,568,568.0,646,331.0
15938,1369,1919.0,973.0,1855.0,1002,1962,1962.0,2401,1209.0
15940,1759,3424.0,1377.0,2544.0,1391,3453,3453.0,2627,1478.0
15942,1087,1545.0,785.0,1499.0,817,1588,1588.0,1981,971.0
15943,2198,3057.0,1598.0,2973.0,1664,3178,3178.0,3972,1970.0
15944,1629,2262.0,1125.0,2177.0,1161,2310,2310.0,3001,1516.0
15945,78,102.0,51.0,93.0,72,158,158.0,158,72.0
15946,3589,5395.0,2792.0,5313.0,2843,5564,5564.0,6594,3398.0
15948,226,346.0,171.0,346.0,171,400,400.0,525,255.0
15949,241,397.0,204.0,397.0,204,397,397.0,462,224.0
15951,280,491.0,278.0,491.0,278,491,491.0,491,278.0
15952,654,985.0,484.0,923.0,526,1027,1027.0,1335,653.0
15953,37,37.0,17.0,37.0,17,37,37.0,77,36.0
15954,1286,2013.0,917.0,1947.0,924,2076,2076.0,2393,1058.0
15955,1289,1807.0,963.0,1777.0,1008,1869,1869.0,2179,1156.0
15956,1493,1993.0,1081.0,1969.0,1104,2045,2045.0,2616,1415.0
15957,203,294.0,140.0,280.0,140,294,294.0,360,175.0
15958,1150,1635.0,809.0,1522.0,849,1695,1695.0,2019,1028.0
15960,125,155.0,69.0,155.0,69,155,155.0,170,80.0
15961,525,696.0,412.0,669.0,440,731,731.0,908,516.0
15962,244,294.0,163.0,292.0,175,309,309.0,398,230.0
15963,5721,8265.0,4306.0,8007.0,4404,8464,8464.0,10053,5283.0
16001,23379,32718.0,16560.0,31423.0,16948,33643,33643.0,39236,19995.0
16002,9047,12791.0,6511.0,12262.0,6675,13277,13277.0,15482,7893.0
16020,710,932.0,421.0,855.0,435,990,990.0,1201,521.0
16022,207,274.0,141.0,267.0,148,281,281.0,319,167.0
16023,2258,3675.0,2044.0,3557.0,2148,3869,3869.0,4471,2425.0
16024,204,256.0,119.0,237.0,119,256,256.0,301,147.0
16025,2725,3809.0,1827.0,3679.0,1871,3939,3939.0,4654,2313.0
16027,207,287.0,155.0,278.0,158,290,290.0,432,219.0
16028,1117,1600.0,788.0,1572.0,820,1651,1651.0,2040,1078.0
16029,563,643.0,335.0,607.0,373,724,724.0,910,467.0
16030,149,216.0,100.0,213.0,101,217,217.0,286,125.0
16033,4629,5856.0,2692.0,5735.0,2734,5967,5967.0,7056,3203.0
16034,1191,1478.0,731.0,1400.0,743,1527,1527.0,1792,910.0
16035,122,163.0,80.0,160.0,80,163,163.0,184,91.0
16036,157,242.0,121.0,236.0,122,245,245.0,316,164.0
16037,2659,3702.0,1809.0,3583.0,1869,3840,3840.0,4704,2399.0
16038,2084,2822.0,1411.0,2684.0,1443,2891,2891.0,3303,1673.0
16040,596,708.0,336.0,665.0,355,753,753.0,933,429.0
16041,1223,1665.0,802.0,1539.0,869,1765,1765.0,2060,1020.0
16045,712,888.0,466.0,819.0,487,910,910.0,1130,571.0
16046,10825,13009.0,6498.0,12666.0,6782,13565,13565.0,18193,9251.0
16048,82,127.0,49.0,127.0,49,127,127.0,167,79.0
16049,1655,2425.0,1148.0,2318.0,1162,2490,2490.0,3030,1480.0
16050,638,883.0,422.0,867.0,434,915,915.0,1105,522.0
16051,1795,2361.0,1114.0,2270.0,1204,2527,2527.0,3120,1486.0
16052,1516,1983.0,938.0,1924.0,968,2023,2023.0,2360,1111.0
16053,2208,3141.0,1510.0,3077.0,1567,3278,3278.0,3721,1779.0
16054,196,306.0,170.0,298.0,173,319,319.0,344,182.0
16055,4258,6643.0,3364.0,6522.0,3420,6745,6745.0,8084,4127.0
16056,2396,3522.0,1888.0,3449.0,1896,3561,3561.0,4201,2201.0
16057,9829,12306.0,6734.0,8771.0,6840,12487,12487.0,14184,7552.0
16059,5109,7215.0,3575.0,7031.0,3662,7322,7322.0,9117,4537.0
16061,1772,2249.0,1088.0,2110.0,1163,2350,2350.0,2729,1350.0
16063,4542,6367.0,3343.0,6292.0,3480,6647,6647.0,8086,4171.0
16066,19642,24911.0,12364.0,24393.0,12715,25637,25637.0,32147,15877.0
16101,17345,24883.0,13017.0,23907.0,13476,25779,25779.0,30542,16380.0
16102,3026,4165.0,2184.0,4121.0,2202,4214,4214.0,5441,2848.0
16105,8836,12804.0,6695.0,12316.0,6963,13202,13202.0,15682,8178.0
16110,277,395.0,218.0,389.0,218,395,395.0,456,251.0
16111,618,859.0,466.0,802.0,469,862,862.0,1195,638.0
16112,935,1171.0,564.0,1118.0,583,1227,1227.0,1527,733.0
16113,216,311.0,167.0,295.0,167,313,313.0,363,194.0
16114,324,453.0,222.0,449.0,266,505,505.0,591,300.0
16115,1991,2728.0,1400.0,2627.0,1454,2824,2824.0,3435,1758.0
16116,1440,2212.0,1064.0,2212.0,1109,2323,2323.0,2661,1337.0
16117,9278,12969.0,6664.0,12589.0,6772,13218,13218.0,15529,7606.0
16120,1285,1850.0,942.0,1790.0,955,1888,1888.0,2430,1310.0
16121,2118,3121.0,1782.0,2996.0,1798,3341,3341.0,4272,2270.0
16123,1846,2201.0,1071.0,2175.0,1111,2261,2261.0,2711,1288.0
16124,918,1273.0,597.0,1241.0,617,1323,1323.0,1643,784.0
16125,9826,14080.0,7386.0,13237.0,7647,14658,14658.0,17171,9136.0
16127,9047,12525.0,6502.0,10645.0,6702,13204,13204.0,14583,7725.0
16130,1152,1652.0,830.0,1590.0,865,1702,1702.0,2110,1073.0
16131,539,732.0,338.0,702.0,349,747,747.0,909,416.0
16132,206,287.0,99.0,265.0,99,309,309.0,425,148.0
16133,767,1141.0,556.0,1108.0,595,1250,1250.0,1558,809.0
16134,1919,3100.0,1556.0,2979.0,1576,3122,3122.0,3785,1878.0
16136,436,593.0,300.0,582.0,300,601,601.0,777,389.0
16137,6339,10685.0,4563.0,10312.0,4747,11016,11016.0,10839,5662.0
16140,171,253.0,140.0,253.0,140,253,253.0,404,182.0
16141,1002,1322.0,622.0,1299.0,631,1342,1342.0,1718,797.0
16142,2857,4079.0,2083.0,3741.0,2172,4249,4249.0,5412,2741.0
16143,1211,1745.0,825.0,1685.0,850,1780,1780.0,1966,927.0
16145,1423,2112.0,1019.0,2029.0,1078,2206,2206.0,2616,1290.0
16146,8129,10586.0,5674.0,10087.0,5888,10942,10942.0,13087,6898.0
16148,8822,13665.0,7029.0,13255.0,7318,14112,14112.0,16365,8625.0
16150,4191,5807.0,3079.0,5556.0,3141,5921,5921.0,7136,3759.0
16151,65,67.0,23.0,64.0,23,67,67.0,89,33.0
16153,1288,1688.0,841.0,1611.0,866,1737,1737.0,2228,1024.0
16154,1219,1714.0,719.0,1677.0,734,1729,1729.0,1961,840.0
16155,0,127.0,120.0,127.0,120,127,127.0,131,124.0
16156,1744,2314.0,1137.0,2218.0,1210,2451,2451.0,3275,1636.0
16157,1750,2464.0,1222.0,2371.0,1256,2546,2546.0,2872,1433.0
16159,2402,3834.0,1963.0,3783.0,2036,3923,3923.0,4573,2418.0
16160,468,711.0,410.0,689.0,414,715,715.0,880,464.0
16161,376,519.0,264.0,519.0,268,523,523.0,581,289.0
16172,666,764.0,508.0,230.0,511,767,767.0,767,511.0
16201,9454,13459.0,6840.0,13023.0,7036,13903,13903.0,16366,8402.0
16210,395,564.0,294.0,555.0,301,583,583.0,767,407.0
16211,31,49.0,23.0,49.0,23,49,49.0,66,26.0
16212,161,203.0,90.0,198.0,94,207,207.0,232,103.0
16213,70,100.0,49.0,94.0,52,103,103.0,125,70.0
16214,5943,7433.0,4028.0,6376.0,4090,7560,7560.0,8598,4615.0
16217,50,99.0,44.0,99.0,44,99,99.0,99,44.0
16218,696,951.0,413.0,861.0,436,974,974.0,1241,568.0
16220,76,99.0,68.0,99.0,68,99,99.0,99,68.0
16222,1590,2056.0,1007.0,1979.0,1017,2081,2081.0,2866,1458.0
16223,55,70.0,33.0,70.0,33,70,70.0,73,36.0
16224,503,782.0,407.0,760.0,414,791,791.0,965,503.0
16226,4619,6380.0,3480.0,6063.0,3554,6586,6586.0,8015,4289.0
16228,197,265.0,128.0,257.0,132,271,271.0,321,167.0
16229,3221,4412.0,2229.0,4197.0,2313,4625,4625.0,5549,2812.0
16230,283,400.0,195.0,380.0,205,414,414.0,521,262.0
16232,2451,3324.0,1708.0,3130.0,1780,3488,3488.0,4316,2150.0
16233,607,909.0,439.0,864.0,455,942,942.0,1087,506.0
16235,712,969.0,440.0,924.0,451,987,987.0,1253,573.0
16236,138,213.0,137.0,213.0,137,213,213.0,265,137.0
16238,226,314.0,151.0,311.0,155,333,333.0,406,215.0
16239,708,3923.0,739.0,3806.0,743,4020,4020.0,1491,860.0
16240,952,1203.0,594.0,1161.0,620,1248,1248.0,1655,808.0
16242,2397,3412.0,1802.0,3273.0,1858,3502,3502.0,4398,2343.0
16244,203,276.0,136.0,276.0,136,276,276.0,363,178.0
16245,183,241.0,116.0,235.0,116,248,248.0,305,151.0
16246,99,140.0,75.0,139.0,77,142,142.0,210,114.0
16248,1736,2559.0,1220.0,2461.0,1242,2607,2607.0,3127,1446.0
16249,1177,1604.0,793.0,1539.0,831,1667,1667.0,1970,971.0
16250,249,277.0,119.0,271.0,119,277,277.0,473,181.0
16253,79,103.0,61.0,101.0,65,107,107.0,125,72.0
16254,1919,2880.0,1410.0,2727.0,1461,2996,2996.0,3421,1811.0
16255,1047,1440.0,736.0,1409.0,757,1478,1478.0,1786,919.0
16256,893,1096.0,566.0,886.0,604,1212,1212.0,2136,1028.0
16258,1007,1365.0,682.0,1322.0,709,1406,1406.0,1652,823.0
16259,1259,1696.0,855.0,1620.0,886,1741,1741.0,2089,1027.0
16260,210,312.0,190.0,312.0,190,312,312.0,312,190.0
16262,1714,2402.0,1212.0,2354.0,1237,2458,2458.0,2787,1466.0
16263,177,232.0,110.0,232.0,110,237,237.0,310,170.0
16301,8538,11830.0,5875.0,11351.0,6131,12355,12355.0,14852,7497.0
16311,243,337.0,184.0,330.0,186,339,339.0,400,214.0
16312,0,0.0,0.0,0.0,0,0,0.0,0,0.0
16313,1156,1595.0,733.0,1518.0,767,1644,1644.0,1876,899.0
16314,3011,4147.0,1990.0,3989.0,2070,4275,4275.0,5354,2586.0
16316,2720,3931.0,1988.0,3734.0,2046,4044,4044.0,4685,2365.0
16317,728,1062.0,501.0,997.0,525,1105,1105.0,1333,630.0
16319,599,1042.0,548.0,980.0,557,1065,1065.0,1248,680.0
16321,9,15.0,3.0,15.0,3,15,15.0,16,3.0
16322,82,98.0,23.0,98.0,26,101,101.0,102,26.0
16323,8504,12458.0,6635.0,12056.0,6752,12784,12784.0,14643,7912.0
16326,147,189.0,77.0,181.0,79,191,191.0,225,88.0
16327,1472,2021.0,944.0,1894.0,1025,2139,2139.0,2598,1245.0
16328,142,197.0,92.0,195.0,96,203,203.0,235,123.0
16329,275,381.0,161.0,366.0,164,384,384.0,433,194.0
16331,96,96.0,29.0,92.0,29,96,96.0,96,29.0
16332,33,41.0,23.0,35.0,23,41,41.0,44,23.0
16333,158,225.0,135.0,214.0,138,228,228.0,245,152.0
16334,221,336.0,161.0,316.0,168,343,343.0,412,197.0
16335,15967,22148.0,11563.0,20203.0,11864,22755,22755.0,27321,14279.0
16340,1010,1403.0,658.0,1353.0,679,1460,1460.0,1777,817.0
16341,1007,1438.0,724.0,1391.0,753,1493,1493.0,1727,878.0
16342,1383,2026.0,982.0,1973.0,1008,2066,2066.0,2402,1220.0
16343,290,428.0,277.0,428.0,293,459,459.0,601,309.0
16344,268,330.0,171.0,307.0,190,352,352.0,468,234.0
16345,2134,3005.0,1398.0,2922.0,1447,3082,3082.0,3642,1710.0
16346,1799,2609.0,1327.0,2507.0,1338,2684,2684.0,3335,1597.0
16347,845,1321.0,638.0,1251.0,679,1396,1396.0,1640,762.0
16350,1384,1823.0,863.0,1751.0,882,1868,1868.0,2476,1189.0
16351,952,1430.0,652.0,1384.0,658,1437,1437.0,1727,766.0
16352,115,152.0,75.0,152.0,81,162,162.0,201,96.0
16353,1509,2420.0,1258.0,2349.0,1267,2445,2445.0,2695,1425.0
16354,5905,8347.0,4426.0,7793.0,4584,8661,8661.0,10479,5460.0
16360,733,1007.0,543.0,942.0,551,1045,1045.0,1327,663.0
16361,12,21.0,17.0,21.0,17,21,21.0,21,17.0
16362,499,819.0,405.0,795.0,430,848,848.0,947,485.0
16364,747,1078.0,566.0,1052.0,577,1095,1095.0,1303,679.0
16365,9800,14249.0,7455.0,13870.0,7617,14664,14664.0,17048,9114.0
16370,164,227.0,136.0,221.0,137,228,228.0,230,137.0
16371,1497,2331.0,1218.0,2260.0,1291,2427,2427.0,3023,1612.0
16372,351,441.0,260.0,419.0,269,460,460.0,565,318.0
16373,1694,2370.0,1137.0,2293.0,1179,2525,2525.0,2963,1395.0
16374,910,1342.0,615.0,1326.0,632,1371,1371.0,1588,767.0
16401,2405,3209.0,1602.0,3061.0,1630,3296,3296.0,4108,2078.0
16402,393,583.0,265.0,528.0,270,642,642.0,717,300.0
16403,3493,5417.0,3188.0,5195.0,3261,5579,5579.0,5912,3890.0
16404,1682,2464.0,1199.0,2335.0,1260,2586,2586.0,3256,1562.0
16405,318,453.0,233.0,428.0,238,475,475.0,552,270.0
16406,1906,2721.0,1375.0,2643.0,1391,2765,2765.0,3345,1677.0
16407,5933,8530.0,4586.0,8297.0,4648,8751,8751.0,10820,5628.0
16410,1212,1540.0,783.0,1438.0,840,1608,1608.0,1952,961.0
16411,885,1171.0,611.0,1123.0,623,1196,1196.0,1406,686.0
16412,6429,8068.0,4273.0,7699.0,4378,8300,8300.0,9511,4864.0
16415,5143,7308.0,3948.0,7028.0,4052,7477,7477.0,9429,5274.0
16416,47,115.0,70.0,115.0,70,115,115.0,149,92.0
16417,5044,6869.0,3583.0,6491.0,3809,7282,7282.0,8694,4610.0
16420,252,392.0,180.0,377.0,185,398,398.0,457,217.0
16421,1364,1898.0,1003.0,1843.0,1022,1983,1983.0,2422,1239.0
16422,133,171.0,87.0,164.0,102,193,193.0,281,145.0
16423,2046,2815.0,1422.0,2676.0,1544,2988,2988.0,3831,2003.0
16424,2420,3606.0,1705.0,3471.0,1768,3715,3715.0,4544,2180.0
16426,2036,2884.0,1375.0,2757.0,1437,2959,2959.0,3476,1729.0
16427,106,143.0,65.0,137.0,65,149,149.0,178,84.0
16428,7143,9715.0,4866.0,9046.0,5012,9995,9995.0,12605,6155.0
16430,113,138.0,66.0,138.0,77,149,149.0,178,91.0
16433,2897,4149.0,2094.0,4039.0,2153,4231,4231.0,4686,2554.0
16434,1641,2028.0,892.0,1876.0,963,2148,2148.0,3211,1470.0
16435,1035,1366.0,659.0,1306.0,675,1401,1401.0,1689,828.0
16436,370,607.0,296.0,593.0,300,624,624.0,801,369.0
16438,4180,5887.0,3127.0,5628.0,3213,6120,6120.0,7246,3833.0
16440,426,649.0,316.0,627.0,320,661,661.0,811,382.0
16441,5556,7358.0,3500.0,7087.0,3606,7554,7554.0,9401,4348.0
16442,1749,2281.0,1114.0,2229.0,1150,2407,2407.0,3231,1563.0
16443,603,751.0,354.0,733.0,379,798,798.0,1033,466.0
16444,652,917.0,540.0,182.0,540,917,917.0,917,540.0
16475,0,2496.0,0.0,2496.0,0,2496,2496.0,0,0.0
16501,1106,1520.0,587.0,1321.0,594,1527,1527.0,1545,604.0
16502,9637,12201.0,6662.0,11470.0,6799,12554,12554.0,15214,8274.0
16503,8542,11563.0,5361.0,10807.0,5722,12118,12118.0,14411,7552.0
16504,9423,12681.0,6423.0,11685.0,6588,12939,12939.0,15629,8099.0
16505,9169,13403.0,6885.0,13013.0,6993,13754,13754.0,15928,8134.0
16506,14150,19357.0,9753.0,18768.0,10021,19973,19973.0,24377,11796.0
16507,5951,7444.0,3895.0,6533.0,3973,7632,7632.0,8834,4680.0
16508,9238,11968.0,6483.0,11656.0,6649,12299,12299.0,15296,8076.0
16509,16001,22329.0,11374.0,21575.0,11672,22957,22957.0,27675,14555.0
16510,14404,19070.0,9838.0,18147.0,10207,19795,19795.0,25483,12946.0
16511,6152,8413.0,4601.0,8131.0,4735,8718,8718.0,11187,6420.0
16546,669,996.0,602.0,193.0,602,996,996.0,996,602.0
16550,0,0.0,0.0,0.0,0,0,0.0,0,0.0
16563,1087,1551.0,579.0,198.0,584,1556,1556.0,1556,584.0
16601,19028,25934.0,13749.0,24019.0,14184,26716,26716.0,32364,16989.0
16602,16820,22074.0,11082.0,21508.0,11353,22688,22688.0,27884,14031.0
16611,1551,2044.0,881.0,2007.0,949,2121,2121.0,2584,1169.0
16613,804,1237.0,688.0,1200.0,715,1268,1268.0,1509,820.0
16616,83,127.0,53.0,127.0,53,130,130.0,154,66.0
16617,1426,2036.0,1065.0,1917.0,1107,2144,2144.0,2606,1258.0
16619,166,210.0,90.0,206.0,94,256,256.0,295,138.0
16620,216,300.0,136.0,294.0,140,309,309.0,338,162.0
16621,404,533.0,263.0,516.0,266,540,540.0,692,347.0
16622,47,91.0,46.0,84.0,49,94,94.0,104,56.0
16623,292,447.0,233.0,442.0,233,470,470.0,568,274.0
16624,110,157.0,64.0,150.0,64,157,157.0,190,82.0
16625,2129,3045.0,1438.0,2927.0,1498,3190,3190.0,3772,1825.0
16627,1426,1919.0,1006.0,1709.0,1032,1957,1957.0,2231,1209.0
16630,2832,4163.0,2221.0,3718.0,2270,4296,4296.0,4847,2589.0
16631,26,52.0,18.0,43.0,18,58,58.0,58,18.0
16633,212,255.0,153.0,247.0,153,258,258.0,400,240.0
16634,151,221.0,103.0,213.0,107,228,228.0,275,134.0
16635,6691,9828.0,5133.0,9494.0,5264,10205,10205.0,12191,6147.0
16636,536,686.0,337.0,679.0,358,725,725.0,1012,530.0
16637,1339,2094.0,1078.0,2029.0,1078,2137,2137.0,2415,1225.0
16638,34,44.0,24.0,44.0,24,44,44.0,76,36.0
16639,853,1206.0,673.0,1137.0,673,1217,1217.0,1429,784.0
16640,474,718.0,378.0,699.0,378,718,718.0,885,452.0
16641,1491,1939.0,964.0,1857.0,977,1973,1973.0,2557,1313.0
16645,140,181.0,84.0,169.0,84,181,181.0,190,93.0
16646,1195,1795.0,923.0,1738.0,933,1808,1808.0,2092,1144.0
16647,441,600.0,290.0,567.0,293,632,632.0,820,431.0
16648,7600,11956.0,6122.0,11565.0,6216,12293,12293.0,13995,7361.0
16650,941,1286.0,633.0,1260.0,673,1371,1371.0,1618,803.0
16651,2128,5397.0,1388.0,5232.0,1432,5458,5458.0,3383,1678.0
16652,8133,13397.0,6201.0,12278.0,6306,13692,13692.0,14079,7475.0
16654,26,2353.0,11.0,2347.0,11,2353,2353.0,26,11.0
16655,777,1053.0,545.0,1012.0,573,1089,1089.0,1301,682.0
16656,730,980.0,485.0,944.0,490,995,995.0,1202,588.0
16657,733,1114.0,617.0,1047.0,635,1188,1188.0,1361,743.0
16659,108,131.0,70.0,129.0,73,134,134.0,191,108.0
16661,547,746.0,381.0,722.0,392,778,778.0,929,452.0
16662,2861,4344.0,2252.0,4200.0,2349,4496,4496.0,5490,2880.0
16664,1152,1481.0,724.0,1382.0,759,1568,1568.0,2170,1107.0
16665,237,271.0,136.0,265.0,167,310,310.0,400,247.0
16666,1712,2489.0,1356.0,2432.0,1363,2547,2547.0,2945,1555.0
16667,835,1137.0,557.0,1082.0,567,1155,1155.0,1521,704.0
16668,2035,2785.0,1401.0,2658.0,1445,2881,2881.0,3480,1764.0
16669,1080,1587.0,779.0,1521.0,809,1633,1633.0,2071,1015.0
16670,31,47.0,28.0,47.0,35,54,54.0,64,37.0
16671,270,359.0,169.0,351.0,172,365,365.0,424,209.0
16672,148,196.0,93.0,190.0,93,196,196.0,262,123.0
16673,3152,4157.0,2130.0,3983.0,2218,4317,4317.0,5233,2697.0
16674,257,365.0,193.0,349.0,196,372,372.0,469,254.0
16675,33,71.0,28.0,64.0,28,71,71.0,84,37.0
16677,212,276.0,127.0,269.0,127,276,276.0,323,145.0
16678,1299,1978.0,1014.0,1921.0,1024,1999,1999.0,2399,1216.0
16679,325,549.0,283.0,538.0,286,552,552.0,645,345.0
16680,196,255.0,107.0,236.0,108,267,267.0,323,128.0
16682,88,88.0,48.0,88.0,48,88,88.0,112,48.0
16683,180,248.0,125.0,242.0,134,261,261.0,308,150.0
16684,0,26.0,26.0,26.0,26,26,26.0,26,26.0
16685,164,224.0,122.0,224.0,122,224,224.0,327,135.0
16686,8025,10781.0,5503.0,10279.0,5676,11110,11110.0,13641,7023.0
16689,250,325.0,153.0,317.0,156,328,328.0,391,185.0
16691,149,241.0,99.0,239.0,99,253,253.0,290,121.0
16692,513,644.0,261.0,602.0,262,653,653.0,897,365.0
